 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_68_largestArea.tif,0.071,0.977,0.334,0.269,64.364,0.929,1.241,0.806,0.867,479,181
2,1X_68_largestArea.tif,0.597,4.363,1.942,0.391,160.563,0.394,4.960,0.202,0.766,517,194
3,1X_68_largestArea.tif,0.418,2.745,1.038,0.513,81.378,0.697,2.023,0.494,0.906,371,198
4,1X_68_largestArea.tif,8.346,34.284,6.563,1.619,167.336,0.089,4.053,0.247,0.401,460,198
5,1X_68_largestArea.tif,0.512,4.495,2.146,0.304,50.030,0.318,7.063,0.142,0.743,381,240
6,1X_68_largestArea.tif,15.048,86.819,5.355,3.578,17.697,0.025,1.497,0.668,0.352,341,264
7,1X_68_largestArea.tif,0.543,3.261,1.271,0.544,65.381,0.641,2.338,0.428,0.853,394,276
8,1X_68_largestArea.tif,10.193,27.731,6.213,2.089,80.243,0.167,2.974,0.336,0.503,581,279
9,1X_68_largestArea.tif,0.159,1.473,0.459,0.441,32.894,0.922,1.042,0.960,0.907,610,282
10,1X_68_largestArea.tif,0.342,2.394,0.892,0.488,66.788,0.750,1.828,0.547,0.909,336,310
11,1X_68_largestArea.tif,0.242,1.788,0.622,0.496,118.193,0.953,1.253,0.798,0.934,377,318
12,1X_68_largestArea.tif,0.177,1.558,0.522,0.433,111.794,0.918,1.206,0.829,0.899,633,319
13,1X_68_largestArea.tif,0.302,2.720,1.048,0.367,176.108,0.513,2.856,0.350,0.843,417,356
14,1X_68_largestArea.tif,0.051,0.797,0.272,0.237,149.590,1.000,1.145,0.873,0.889,392,360
15,1X_68_largestArea.tif,0.092,1.593,0.706,0.166,66.954,0.457,4.245,0.236,0.729,572,377
16,1X_68_largestArea.tif,0.405,3.191,1.246,0.414,5.633,0.500,3.007,0.333,0.753,333,382
17,1X_68_largestArea.tif,8.914,43.621,3.942,2.879,152.057,0.059,1.369,0.731,0.337,452,385
18,1X_68_largestArea.tif,0.100,1.207,0.483,0.263,162.340,0.858,1.838,0.544,0.880,249,394
19,1X_68_largestArea.tif,0.132,1.328,0.445,0.378,0.000,0.942,1.175,0.851,0.890,648,425
20,1X_68_largestArea.tif,0.735,5.597,2.498,0.374,134.426,0.295,6.672,0.150,0.706,469,437
21,1X_68_largestArea.tif,0.270,2.485,0.906,0.379,43.222,0.549,2.391,0.418,0.762,505,439
22,1X_68_largestArea.tif,0.157,1.533,0.568,0.353,104.864,0.842,1.610,0.621,0.892,350,442
23,1X_68_largestArea.tif,0.027,0.566,0.230,0.150,158.144,1.000,1.530,0.654,0.857,451,442
24,1X_68_largestArea.tif,1.163,8.929,3.537,0.419,101.947,0.183,8.445,0.118,0.540,650,444
25,1X_68_largestArea.tif,1.503,8.002,3.610,0.530,175.664,0.295,6.807,0.147,0.731,260,450
26,1X_68_largestArea.tif,0.400,2.344,0.810,0.629,167.692,0.914,1.288,0.776,0.938,599,451
27,1X_68_largestArea.tif,0.318,2.861,1.265,0.321,25.931,0.489,3.946,0.253,0.811,365,453
28,1X_68_largestArea.tif,0.156,2.184,0.739,0.268,81.175,0.410,2.758,0.363,0.610,544,454
29,1X_68_largestArea.tif,0.112,1.207,0.388,0.368,112.379,0.967,1.053,0.950,0.899,420,460
30,1X_68_largestArea.tif,0.085,1.097,0.359,0.302,159.474,0.887,1.188,0.841,0.839,370,465
31,1X_68_largestArea.tif,0.051,0.832,0.299,0.216,0.000,0.920,1.389,0.720,0.875,511,470
32,1X_68_largestArea.tif,2.477,12.744,2.746,1.149,144.399,0.192,2.390,0.418,0.638,526,490
33,1X_68_largestArea.tif,0.107,1.218,0.397,0.342,112.849,0.905,1.160,0.862,0.855,444,492
34,1X_68_largestArea.tif,0.101,1.147,0.383,0.337,64.925,0.967,1.137,0.880,0.903,607,494
35,1X_68_largestArea.tif,0.242,1.848,0.658,0.469,176.067,0.892,1.402,0.713,0.921,416,498
36,1X_68_largestArea.tif,0.163,1.483,0.518,0.400,146.279,0.930,1.296,0.772,0.900,471,508
37,1X_68_largestArea.tif,0.563,3.668,1.565,0.458,123.023,0.526,3.420,0.292,0.858,634,510
38,1X_68_largestArea.tif,0.917,5.180,1.810,0.645,138.193,0.430,2.804,0.357,0.706,612,521
39,1X_68_largestArea.tif,0.221,1.774,0.616,0.456,137.644,0.882,1.352,0.740,0.891,592,543
40,1X_68_largestArea.tif,0.315,2.043,0.647,0.620,76.931,0.947,1.044,0.958,0.943,539,547
41,1X_68_largestArea.tif,5.699,36.945,5.107,1.421,143.031,0.052,3.594,0.278,0.346,569,557
42,1X_68_largestArea.tif,0.139,1.643,0.578,0.307,75.969,0.648,1.885,0.531,0.806,629,562
43,1X_68_largestArea.tif,0.105,1.182,0.439,0.304,42.137,0.943,1.443,0.693,0.899,676,646
44,1X_68_largestArea.tif,0.338,2.971,0.845,0.510,143.600,0.482,1.659,0.603,0.749,705,686
45,1X_68_largestArea.tif,0.253,2.249,0.775,0.416,171.517,0.629,1.864,0.536,0.831,746,689
